id,pincode,city,state,zone
1,390010,vadodara,Gujarat,West Zone
2,841238,Siwan,Bihar,east
3,110001,DELHI,DELHI,NORTH
4,110002,DELHI,DELHI,NORTH
5,110003,DELHI,DELHI,NORTH
6,110004,DELHI,DELHI,NORTH
7,110005,DELHI,DELHI,NORTH
8,110006,DELHI,DELHI,NORTH
9,110007,DELHI,DELHI,NORTH
10,110008,DELHI,DELHI,NORTH
11,110009,DELHI,DELHI,NORTH
12,110010,DELHI,DELHI,NORTH
13,110011,DELHI,DELHI,NORTH
14,110012,DELHI,DELHI,NORTH
15,110013,DELHI,DELHI,NORTH
16,110014,DELHI,DELHI,NORTH
17,110015,DELHI,DELHI,NORTH
18,110016,DELHI,DELHI,NORTH
19,110017,DELHI,DELHI,NORTH
20,110018,DELHI,DELHI,NORTH
21,110019,DELHI,DELHI,NORTH
22,110020,DELHI,DELHI,NORTH
23,110021,DELHI,DELHI,NORTH
24,110022,DELHI,DELHI,NORTH
25,110023,DELHI,DELHI,NORTH
26,110024,DELHI,DELHI,NORTH
27,110025,DELHI,DELHI,NORTH
28,110026,DELHI,DELHI,NORTH
29,110027,DELHI,DELHI,NORTH
30,110028,DELHI,DELHI,NORTH
31,110029,DELHI,DELHI,NORTH
32,110030,DELHI,DELHI,NORTH
33,110031,DELHI,DELHI,NORTH
34,110032,DELHI,DELHI,NORTH
35,110033,DELHI,DELHI,NORTH
36,110034,DELHI,DELHI,NORTH
37,110035,DELHI,DELHI,NORTH
38,110036,DELHI,DELHI,NORTH
39,110037,DELHI,DELHI,NORTH
40,110038,DELHI,DELHI,NORTH
41,110039,DELHI,DELHI,NORTH
42,110040,DELHI,DELHI,NORTH
43,110041,DELHI,DELHI,NORTH
44,110042,DELHI,DELHI,NORTH
45,110043,DELHI,DELHI,NORTH
46,110044,DELHI,DELHI,NORTH
47,110045,DELHI,DELHI,NORTH
48,110046,DELHI,DELHI,NORTH
49,110047,DELHI,DELHI,NORTH
50,110048,DELHI,DELHI,NORTH
51,110049,DELHI,DELHI,NORTH
52,110050,DELHI,DELHI,NORTH
53,110051,DELHI,DELHI,NORTH
54,110052,DELHI,DELHI,NORTH
55,110053,DELHI,DELHI,NORTH
56,110054,DELHI,DELHI,NORTH
57,110055,DELHI,DELHI,NORTH
58,110056,DELHI,DELHI,NORTH
59,110057,DELHI,DELHI,NORTH
60,110058,DELHI,DELHI,NORTH
61,110059,DELHI,DELHI,NORTH
62,110060,DELHI,DELHI,NORTH
63,110061,DELHI,DELHI,NORTH
64,110062,DELHI,DELHI,NORTH
65,110063,DELHI,DELHI,NORTH
66,110064,DELHI,DELHI,NORTH
67,110065,DELHI,DELHI,NORTH
68,110066,DELHI,DELHI,NORTH
69,110067,DELHI,DELHI,NORTH
70,110068,DELHI,DELHI,NORTH
71,110069,DELHI,DELHI,NORTH
72,110070,DELHI,DELHI,NORTH
73,110074,DELHI,DELHI,NORTH
74,110075,DELHI,DELHI,NORTH
75,110076,DELHI,DELHI,NORTH
76,110077,DELHI,DELHI,NORTH
77,110078,DELHI,DELHI,NORTH
78,110080,DELHI,DELHI,NORTH
79,110081,DELHI,DELHI,NORTH
80,110082,DELHI,DELHI,NORTH
81,110083,DELHI,DELHI,NORTH
82,110084,DELHI,DELHI,NORTH
83,110085,DELHI,DELHI,NORTH
84,110086,DELHI,DELHI,NORTH
85,110087,DELHI,DELHI,NORTH
86,110088,DELHI,DELHI,NORTH
87,110089,DELHI,DELHI,NORTH
88,110091,DELHI,DELHI,NORTH
89,110092,DELHI,DELHI,NORTH
90,110093,DELHI,DELHI,NORTH
91,110094,DELHI,DELHI,NORTH
92,110095,DELHI,DELHI,NORTH
93,110096,DELHI,DELHI,NORTH
94,110097,DELHI,DELHI,NORTH
95,121001,FARIDABAD,HARYANA,NORTH
96,121002,FARIDABAD,HARYANA,NORTH
97,121003,FARIDABAD,HARYANA,NORTH
98,121004,BALLABGARH,HARYANA,NORTH
99,121005,FARIDABAD,HARYANA,NORTH
100,121006,BALLABGARH,HARYANA,NORTH
101,121007,FARIDABAD,HARYANA,NORTH
102,121008,FARIDABAD,HARYANA,NORTH
103,121009,FARIDABAD,HARYANA,NORTH
104,121010,FARIDABAD,HARYANA,NORTH
105,121101,BALLABGARH,HARYANA,NORTH
106,121102,PALWAL,HARYANA,NORTH
107,121105,PALWAL,HARYANA,NORTH
108,122001,ARJUN NAGAR,HARYANA,NORTH
109,122002,GURGAON DLF,HARYANA,NORTH
110,122003,GURGAON,HARYANA,NORTH
111,122004,GURGAON,HARYANA,NORTH
112,122005,AIR FORCE,HARYANA,NORTH
113,122006,GURGAON,HARYANA,NORTH
114,122007,INDUSTRIAL ESTATE,HARYANA,NORTH
115,122008,GURGAON DLF,HARYANA,NORTH
116,122009,GALLERIA DLF-IV,HARYANA,NORTH
117,122010,GURGAON DLF,HARYANA,NORTH
118,122011,GURGAON,HARYANA,NORTH
119,122015,PALAM ROAD,HARYANA,NORTH
120,122016,INDUSTRIAL COMPLEX DUNDAHERA,HARYANA,NORTH
121,122017,GURGAON,HARYANA,NORTH
122,122018,GURGAON,HARYANA,NORTH
123,122051,GURGAON,HARYANA,NORTH
124,122052,MANESAR,HARYANA,NORTH
125,122103,GURGAON,HARYANA,NORTH
126,122413,BHORAKALAN,HARYANA,NORTH
127,122505,GURGAON,HARYANA,NORTH
128,123106,BHATSANA,HARYANA,NORTH
129,123110,DHARUHERA,HARYANA,NORTH
130,123501,BAWAL,HARYANA,NORTH
131,124001,ROHTAK,HARYANA,NORTH
132,124507,BAHADURGARH,HARYANA,NORTH
133,125001,HISAR,HARYANA,NORTH
134,125055,SIRSA,HARYANA,NORTH
135,131001,SONIPAT,HARYANA,NORTH
136,131028,SONIPAT,HARYANA,NORTH
137,132001,KARNAL,HARYANA,NORTH
138,132041,INDRI,HARYANA,NORTH
139,132054,INDRI,HARYANA,NORTH
140,132101,PANIPAT,HARYANA,NORTH
141,132116,KARNAL,HARYANA,NORTH
142,132117,NILOKHERI,HARYANA,NORTH
143,133001,AMBALA,HARYANA,NORTH
144,133004,AMBALA,HARYANA,NORTH
145,133005,AMBALA,HARYANA,NORTH
146,133006,AMBALA,HARYANA,NORTH
147,133101,AMBALA,HARYANA,NORTH
148,133102,AMBALA,HARYANA,NORTH
149,133103,AMBALA,HARYANA,NORTH
150,133104,AMBALA,HARYANA,NORTH
151,133201,AMBALA,HARYANA,NORTH
152,133202,AMBALA,HARYANA,NORTH
153,133203,AMBALA,HARYANA,NORTH
154,133204,AMBALA,HARYANA,NORTH
155,133205,AMBALA,HARYANA,NORTH
156,133206,AMBALA,HARYANA,NORTH
157,133207,BARARA,HARYANA,NORTH
158,133301,KALKA,HARYANA,NORTH
159,134003,AMBALA,HARYANA,NORTH
160,134007,AMBALA,HARYANA,NORTH
161,134101,KALKA,HARYANA,NORTH
162,134102,KALKA,HARYANA,NORTH
163,134103,PANCHKULA,HARYANA,NORTH
164,134104,KALKA,HARYANA,NORTH
165,134107,PANCHKULA,HARYANA,NORTH
166,134108,PANCHKULA,HARYANA,NORTH
167,134109,PANCHKULA,HARYANA,NORTH
168,134112,PANCHKULA,HARYANA,NORTH
169,134113,PANCHKULA,HARYANA,NORTH
170,134114,PANCHKULA,HARYANA,NORTH
171,134116,PANCHKULA,HARYANA,NORTH
172,134118,AMBALA,HARYANA,NORTH
173,134201,AMBALA,HARYANA,NORTH
174,134202,AMBALA,HARYANA,NORTH
175,134203,AMBALA,HARYANA,NORTH
176,134204,PANCHKULA,HARYANA,NORTH
177,134205,PANCHKULA,HARYANA,NORTH
178,135001,JAGADHRI,HARYANA,NORTH
179,135002,YAMUNANAGAR,HARYANA,NORTH
180,135003,AMBALA,HARYANA,NORTH
181,135021,AMBALA,HARYANA,NORTH
182,135101,AMBALA,HARYANA,NORTH
183,135102,AMBALA,HARYANA,NORTH
184,135103,AMBALA,HARYANA,NORTH
185,135106,AMBALA,HARYANA,NORTH
186,135133,AMBALA,HARYANA,NORTH
187,136030,PEHOWA,HARYANA,NORTH
188,136038,THANESAR,HARYANA,NORTH
189,136118,THANESAR,HARYANA,NORTH
190,136119,THANESAR,HARYANA,NORTH
191,136128,PEHOWA,HARYANA,NORTH
192,136129,PEHOWA,HARYANA,NORTH
193,136130,PEHOWA,HARYANA,NORTH
194,136131,THANESAR,HARYANA,NORTH
195,136132,LADWA,HARYANA,NORTH
196,136135,SHAHBAD,HARYANA,NORTH
197,136136,KURUKSHETRA,HARYANA,NORTH
198,136156,BABAIN,HARYANA,NORTH
199,140406,FATEHGARH SAHIB,PUNJAB,NORTH
200,140407,FATEHGARH SAHIB,PUNJAB,NORTH
201,140412,BASSI,PUNJAB,NORTH
202,140802,KHAMANON,PUNJAB,NORTH
203,141001,BHARAT NAGAR CHOWK,PUNJAB,NORTH
204,141002,LUDHIANA,PUNJAB,NORTH
205,141003,LUDHIANA,PUNJAB,NORTH
206,141004,LUDHIANA,PUNJAB,NORTH
207,141006,LUDHIANA,PUNJAB,NORTH
208,141007,LUDHIANA,PUNJAB,NORTH
209,141008,LUDHIANA,PUNJAB,NORTH
210,141010,LUDHIANA,PUNJAB,NORTH
211,141012,LUDHIANA,PUNJAB,NORTH
212,141013,LUDHIANA,PUNJAB,NORTH
213,141014,LUDHIANA,PUNJAB,NORTH
214,141015,LUDHIANA,PUNJAB,NORTH
215,141016,LUDHIANA,PUNJAB,NORTH
216,141101,LUDHIANA,PUNJAB,NORTH
217,141102,LUDHIANA,PUNJAB,NORTH
218,141103,KHANNA,PUNJAB,NORTH
219,141104,LUDHIANA,PUNJAB,NORTH
220,141105,LUDHIANA,PUNJAB,NORTH
221,141106,LUDHIANA,PUNJAB,NORTH
222,141107,LUDHIANA,PUNJAB,NORTH
223,141108,LUDHIANA,PUNJAB,NORTH
224,141109,LUDHIANA,PUNJAB,NORTH
225,141110,LUDHIANA,PUNJAB,NORTH
226,141112,LUDHIANA,PUNJAB,NORTH
227,141113,LUDHIANA,PUNJAB,NORTH
228,141114,LUDHIANA,PUNJAB,NORTH
229,141115,LUDHIANA,PUNJAB,NORTH
230,141116,LUDHIANA,PUNJAB,NORTH
231,141117,LUDHIANA,PUNJAB,NORTH
232,141118,LUDHIANA,PUNJAB,NORTH
233,141119,LUDHIANA,PUNJAB,NORTH
234,141120,LUDHIANA,PUNJAB,NORTH
235,141121,LUDHIANA,PUNJAB,NORTH
236,141122,LUDHIANA,PUNJAB,NORTH
237,141123,LUDHIANA,PUNJAB,NORTH
238,141125,LUDHIANA,PUNJAB,NORTH
239,141126,LUDHIANA,PUNJAB,NORTH
240,141201,LUDHIANA,PUNJAB,NORTH
241,141202,LUDHIANA,PUNJAB,NORTH
242,141203,LUDHIANA,PUNJAB,NORTH
243,141204,JAGRAON,PUNJAB,NORTH
244,141205,LUDHIANA,PUNJAB,NORTH
245,141206,LUDHIANA,PUNJAB,NORTH
246,141401,KHANNA,PUNJAB,NORTH
247,141411,KHAMANON,PUNJAB,NORTH
248,141412,KHANNA,PUNJAB,NORTH
249,141413,LUDHIANA,PUNJAB,NORTH
250,141414,KHANNA,PUNJAB,NORTH
251,141415,LUDHIANA,PUNJAB,NORTH
252,141416,LUDHIANA,PUNJAB,NORTH
253,141417,KHANNA,PUNJAB,NORTH
254,141418,LUDHIANA,PUNJAB,NORTH
255,141419,LUDHIANA,PUNJAB,NORTH
256,141421,KHAMANON,PUNJAB,NORTH
257,141422,JAGRAON,PUNJAB,NORTH
258,141801,KHAMANON,PUNJAB,NORTH
259,142001,MOGA,PUNJAB,NORTH
260,142011,MOGA,PUNJAB,NORTH
261,142021,LUDHIANA,PUNJAB,NORTH
262,142022,LUDHIANA,PUNJAB,NORTH
263,142023,JAGRAON,PUNJAB,NORTH
264,142024,JAGRAON,PUNJAB,NORTH
265,142025,JAGRAON,PUNJAB,NORTH
266,142026,JAGRAON,PUNJAB,NORTH
267,142027,LUDHIANA,PUNJAB,NORTH
268,142029,LUDHIANA,PUNJAB,NORTH
269,142030,JAGRAON,PUNJAB,NORTH
270,142031,LUDHIANA,PUNJAB,NORTH
271,142032,JAGRAON,PUNJAB,NORTH
272,142033,LUDHIANA,PUNJAB,NORTH
273,142034,JAGRAON,PUNJAB,NORTH
274,142035,JAGRAON,PUNJAB,NORTH
275,142036,JAGRAON,PUNJAB,NORTH
276,142037,MOGA,PUNJAB,NORTH
277,142038,BAGHA PURANA,PUNJAB,NORTH
278,142039,MOGA,PUNJAB,NORTH
279,142040,MOGA,PUNJAB,NORTH
280,142041,MOGA,PUNJAB,NORTH
281,142042,DHARAKOT,PUNJAB,NORTH
282,142043,MOGA,PUNJAB,NORTH
283,142045,BAGHA PURANA,PUNJAB,NORTH
284,142046,NIHAL SINGH WALA,PUNJAB,NORTH
285,142047,ZIRA,PUNJAB,NORTH
286,142048,MOGA,PUNJAB,NORTH
287,142049,BAGHA PURANA,PUNJAB,NORTH
288,142053,MOGA,PUNJAB,NORTH
289,142054,MOGA,PUNJAB,NORTH
290,142055,NIHAL SINGH WALA,PUNJAB,NORTH
291,142056,BAGHA PURANA,PUNJAB,NORTH
292,142057,BAGHA PURANA,PUNJAB,NORTH
293,142058,MOGA,PUNJAB,NORTH
294,143001,AMRITSAR,PUNJAB,NORTH
295,143002,AMRITSAR,PUNJAB,NORTH
296,143003,AMRITSAR,PUNJAB,NORTH
297,143005,AMRITSAR,PUNJAB,NORTH
298,143006,AMRITSAR,PUNJAB,NORTH
299,144001,JALANDHAR,PUNJAB,NORTH
300,144002,JALANDHAR,PUNJAB,NORTH
301,144003,JALANDHAR,PUNJAB,NORTH
302,144004,JALANDHAR,PUNJAB,NORTH
303,144005,JALANDHAR,PUNJAB,NORTH
304,144006,JALANDHAR,PUNJAB,NORTH
305,144007,JALANDHAR,PUNJAB,NORTH
306,144008,JALANDHAR,PUNJAB,NORTH
307,144009,JALANDHAR,PUNJAB,NORTH
308,144010,PHILLAUR,PUNJAB,NORTH
309,144011,JALANDHAR,PUNJAB,NORTH
310,144012,JALANDHAR,PUNJAB,NORTH
311,144020,JALANDHAR,PUNJAB,NORTH
312,144021,JALANDHAR,PUNJAB,NORTH
313,144022,JALANDHAR,PUNJAB,NORTH
314,144023,JALANDHAR,PUNJAB,NORTH
315,144024,JALANDHAR,PUNJAB,NORTH
316,144025,JALANDHAR,PUNJAB,NORTH
317,144026,JALANDHAR,PUNJAB,NORTH
318,144027,JALANDHAR,PUNJAB,NORTH
319,144028,JALANDHAR,PUNJAB,NORTH
320,144029,JALANDHAR,PUNJAB,NORTH
321,144030,JALANDHAR,PUNJAB,NORTH
322,144031,PHAGWARA,PUNJAB,NORTH
323,144032,PHAGWARA,PUNJAB,NORTH
324,144033,NAKODAR,PUNJAB,NORTH
325,144034,PHAGWARA,PUNJAB,NORTH
326,144035,PHAGWARA,PUNJAB,NORTH
327,144036,PHAGWARA,PUNJAB,NORTH
328,144037,PHAGWARA,PUNJAB,NORTH
329,144039,NAKODAR,PUNJAB,NORTH
330,144040,JALANDHAR,PUNJAB,NORTH
331,144041,NAKODAR,PUNJAB,NORTH
332,144042,NAKODAR,PUNJAB,NORTH
333,144043,KAPURTHALA,PUNJAB,NORTH
334,144044,KAPURTHALA,PUNJAB,NORTH
335,144101,JALANDHAR,PUNJAB,NORTH
336,144102,JALANDHAR,PUNJAB,NORTH
337,144103,JALANDHAR,PUNJAB,NORTH
338,144104,JALANDHAR,PUNJAB,NORTH
339,144105,HOSHIARPUR,PUNJAB,NORTH
340,144106,JALANDHAR,PUNJAB,NORTH
341,144201,JALANDHAR,PUNJAB,NORTH
342,144204,DASUYA,PUNJAB,NORTH
343,144208,HOSHIARPUR,PUNJAB,NORTH
344,144209,HOSHIARPUR,PUNJAB,NORTH
345,144301,JALANDHAR,PUNJAB,NORTH
346,144302,JALANDHAR,PUNJAB,NORTH
347,144303,JALANDHAR,PUNJAB,NORTH
348,144311,PHAGWARA,PUNJAB,NORTH
349,144401,PHAGWARA,PUNJAB,NORTH
350,144402,PHAGWARA,PUNJAB,NORTH
351,144403,PHAGWARA,PUNJAB,NORTH
352,144404,HOSHIARPUR,PUNJAB,NORTH
353,144405,PHAGWARA,PUNJAB,NORTH
354,144406,HOSHIARPUR,PUNJAB,NORTH
355,144407,PHAGWARA,PUNJAB,NORTH
356,144408,PHAGWARA,PUNJAB,NORTH
357,144409,PHILLAUR,PUNJAB,NORTH
358,144410,PHILLAUR,PUNJAB,NORTH
359,144411,PHAGWARA,PUNJAB,NORTH
360,144415,NAWANSHAHAR,PUNJAB,NORTH
361,144416,JALANDHAR,PUNJAB,NORTH
362,144417,NAWANSHAHAR,PUNJAB,NORTH
363,144418,PHILLAUR,PUNJAB,NORTH
364,144419,JALANDHAR,PUNJAB,NORTH
365,144421,NAWANSHAHAR,PUNJAB,NORTH
366,144422,NAWANSHAHAR,PUNJAB,NORTH
367,144501,BANGA,PUNJAB,NORTH
368,144502,BANGA,PUNJAB,NORTH
369,144503,BANGA,PUNJAB,NORTH
370,144504,BANGA,PUNJAB,NORTH
371,144505,BANGA,PUNJAB,NORTH
372,144506,BANGA,PUNJAB,NORTH
373,144507,BANGA,PUNJAB,NORTH
374,144508,BANGA,PUNJAB,NORTH
375,144509,NAWANSHAHAR,PUNJAB,NORTH
376,144510,BANGA,PUNJAB,NORTH
377,144511,BANGA,PUNJAB,NORTH
378,144512,NAWANSHAHAR,PUNJAB,NORTH
379,144513,NAWANSHAHAR,PUNJAB,NORTH
380,144514,NAWANSHAHR,PUNJAB,NORTH
381,144515,NAWANSHAHAR,PUNJAB,NORTH
382,144516,NAWANSHAHAR,PUNJAB,NORTH
383,144517,NAWANSHAHAR,PUNJAB,NORTH
384,144518,NAWANSHAHAR,PUNJAB,NORTH
385,144519,GARHSHANKAR,PUNJAB,NORTH
386,144520,HOSHIARPUR,PUNJAB,NORTH
387,144521,BALACHAUR,PUNJAB,NORTH
388,144522,BALACHAUR,PUNJAB,NORTH
389,144523,GARHSHANKAR,PUNJAB,NORTH
390,144524,BALACHAUR,PUNJAB,NORTH
391,144525,BALACHAUR,PUNJAB,NORTH
392,144526,BALACHAUR,PUNJAB,NORTH
393,144527,BALACHAUR,PUNJAB,NORTH
394,144528,HOSHIARPUR,PUNJAB,NORTH
395,144529,HOSHIARPUR,PUNJAB,NORTH
396,144530,HOSHIARPUR,PUNJAB,NORTH
397,144531,HOSHIARPUR,PUNJAB,NORTH
398,144532,BALACHAUR,PUNJAB,NORTH
399,144601,KAPURTHALA,PUNJAB,NORTH
400,144602,KAPURTHALA,PUNJAB,NORTH
401,144621,BHOLATH,PUNJAB,NORTH
402,144622,BHOLATH,PUNJAB,NORTH
403,144623,JALANDHAR,PUNJAB,NORTH
404,144624,BHOLATH,PUNJAB,NORTH
405,144625,KAPURTHALA,PUNJAB,NORTH
406,144626,KAPURTHALA,PUNJAB,NORTH
407,144629,JALANDHAR,PUNJAB,NORTH
408,144630,KAPURTHALA,PUNJAB,NORTH
409,144632,NAWANSHAHR,PUNJAB,NORTH
410,144633,PHAGWARA,PUNJAB,NORTH
411,144701,KAPURTHALA,PUNJAB,NORTH
412,144702,KAPURTHALA,PUNJAB,NORTH
413,144703,BHOLATH,PUNJAB,NORTH
414,144801,JALANDHAR,PUNJAB,NORTH
415,144802,KAPURTHALA,PUNJAB,NORTH
416,144803,JALANDHAR,PUNJAB,NORTH
417,144804,DHILWAN,PUNJAB,NORTH
418,144805,JALANDHAR,PUNJAB,NORTH
419,144806,JALANDHAR,PUNJAB,NORTH
420,144819,BHOLATH,PUNJAB,NORTH
421,146001,BALACHAUR,PUNJAB,NORTH
422,146021,HOSHIARPUR,PUNJAB,NORTH
423,146022,HOSHIARPUR,PUNJAB,NORTH
424,146023,HOSHIARPUR,PUNJAB,NORTH
425,146024,HOSHIARPUR,PUNJAB,NORTH
426,146101,GARHSHANKAR,PUNJAB,NORTH
427,146102,GARHSHANKAR,PUNJAB,NORTH
428,146103,HOSHIARPUR,PUNJAB,NORTH
429,146104,HOSHIARPUR,PUNJAB,NORTH
430,146105,HOSHIARPUR,PUNJAB,NORTH
431,146106,HOSHIARPUR,PUNJAB,NORTH
432,146107,HOSHIARPUR,PUNJAB,NORTH
433,146108,HOSHIARPUR,PUNJAB,NORTH
434,146109,HOSHIARPUR,PUNJAB,NORTH
435,146110,HOSHIARPUR,PUNJAB,NORTH
436,146111,HOSHIARPUR,PUNJAB,NORTH
437,146112,HOSHIARPUR,PUNJAB,NORTH
438,146113,HOSHIARPUR,PUNJAB,NORTH
439,146114,HOSHIARPUR,PUNJAB,NORTH
440,146115,BALACHAUR,PUNJAB,NORTH
441,147001,PATIALA,PUNJAB,NORTH
442,147002,PATIALA,PUNJAB,NORTH
443,147003,PATIALA,PUNJAB,NORTH
444,147004,FATEHGARH SAHIB,PUNJAB,NORTH
445,147005,PATIALA,PUNJAB,NORTH
446,147021,PATIALA,PUNJAB,NORTH
447,147203,AMLOH (P),PUNJAB,NORTH
448,147301,MANDIGOBINDGARH,PUNJAB,NORTH
449,148001,SANGRUR,PUNJAB,NORTH
450,148019,MALERKOTLA,PUNJAB,NORTH
451,148020,DHURI,PUNJAB,NORTH
452,148021,MALERKOTLA,PUNJAB,NORTH
453,148022,DHURI,PUNJAB,NORTH
454,148023,MALERKOTLA,PUNJAB,NORTH
455,148024,DHURI,PUNJAB,NORTH
456,148025,BARNALA,PUNJAB,NORTH
457,148026,SANGRUR,PUNJAB,NORTH
458,148028,SUNAM,PUNJAB,NORTH
459,148034,DHURI,PUNJAB,NORTH
460,148100,BARNALA,PUNJAB,NORTH
461,148101,BARNALA,PUNJAB,NORTH
462,148102,BARNALA,PUNJAB,NORTH
463,148103,BARNALA,PUNJAB,NORTH
464,148104,BARNALA,PUNJAB,NORTH
465,148105,BARNALA,PUNJAB,NORTH
466,148106,BARNALA,PUNJAB,NORTH
467,148107,BARNALA,PUNJAB,NORTH
468,148108,BARNALA,PUNJAB,NORTH
469,148109,BARNALA,PUNJAB,NORTH
470,151003,BATHINDA,PUNJAB,NORTH
471,151005,BATHINDA,PUNJAB,NORTH
472,151102,BATHINDA,PUNJAB,NORTH
473,152028,MOGA,PUNJAB,NORTH
474,152124,FAZILKA,PUNJAB,NORTH
475,160001,CHANDIGARH,CHANDIGARH,NORTH
476,160002,CHANDIGARH,CHANDIGARH,NORTH
477,160003,CHANDIGARH,CHANDIGARH,NORTH
478,160004,CHANDIGARH,CHANDIGARH,NORTH
479,160009,CHANDIGARH,CHANDIGARH,NORTH
480,160011,CHANDIGARH,CHANDIGARH,NORTH
481,160012,CHANDIGARH,CHANDIGARH,NORTH
482,160014,CHANDIGARH,PUNJAB,NORTH
483,160015,CHANDIGARH,CHANDIGARH,NORTH
484,160016,CHANDIGARH,CHANDIGARH,NORTH
485,160017,CHANDIGARH,CHANDIGARH,NORTH
486,160018,CHANDIGARH,CHANDIGARH,NORTH
487,160019,CHANDIGARH,CHANDIGARH,NORTH
488,160020,CHANDIGARH,CHANDIGARH,NORTH
489,160022,CHANDIGARH,CHANDIGARH,NORTH
490,160023,CHANDIGARH,CHANDIGARH,NORTH
491,160025,CHANDIGARH,CHANDIGARH,NORTH
492,160030,CHANDIGARH,CHANDIGARH,NORTH
493,160036,CHANDIGARH,CHANDIGARH,NORTH
494,160043,CHANDIGARH,CHANDIGARH,NORTH
495,160047,CHANDIGARH,CHANDIGARH,NORTH
496,160055,S.A.S.NAGAR (MOHALI),PUNJAB,NORTH
497,160059,S.A.S.NAGAR (MOHALI),PUNJAB,NORTH
498,160062,S.A.S.NAGAR (MOHALI),PUNJAB,NORTH
499,160071,S.A.S.NAGAR (MOHALI),PUNJAB,NORTH
500,160101,CHANDIGARH,CHANDIGARH,NORTH
501,160102,CHANDIGARH,CHANDIGARH,NORTH
502,160104,DERA BASSI,PUNJAB,NORTH
503,173026,NAHAN,HIMACHAL PRADESH,NORTH
504,173030,LUDHIANA,HIMACHAL PRADESH,NORTH
505,173201,SOLAN,HIMACHAL PRADESH,NORTH
506,173202,SOLAN,HIMACHAL PRADESH,NORTH
507,173204,KASAULI,HIMACHAL PRADESH,NORTH
508,173205,SOLAN,HIMACHAL PRADESH,NORTH
509,173206,SOLAN,HIMACHAL PRADESH,NORTH
510,173209,KASAULI,HIMACHAL PRADESH,NORTH
511,173210,SOLAN,HIMACHAL PRADESH,NORTH
512,173211,SOLAN,HIMACHAL PRADESH,NORTH
513,173212,SOLAN,HIMACHAL PRADESH,NORTH
514,173213,SOLAN,HIMACHAL PRADESH,NORTH
515,173214,KASAULI,HIMACHAL PRADESH,NORTH
516,173215,KANDAGHAT,HIMACHAL PRADESH,NORTH
517,173220,KASAULI,HIMACHAL PRADESH,NORTH
518,173222,KANDAGHAT,HIMACHAL PRADESH,NORTH
519,173223,SIRMAUR,HIMACHAL PRADESH,NORTH
520,173225,SOLAN,HIMACHAL PRADESH,NORTH
521,174101,SOLAN,HIMACHAL PRADESH,NORTH
522,174103,KASAULI,HIMACHAL PRADESH,NORTH
523,177203,AMB,HIMACHAL PRADESH,NORTH
524,180001,JAMMU,JAMMU & KASHMIR,NORTH
525,180002,JAMMU,JAMMU & KASHMIR,NORTH
526,180003,JAMMU,JAMMU & KASHMIR,NORTH
527,180004,JAMMU,JAMMU & KASHMIR,NORTH
528,180005,JAMMU,JAMMU & KASHMIR,NORTH
529,180006,JAMMU,JAMMU & KASHMIR,NORTH
530,180009,JAMMU,JAMMU & KASHMIR,NORTH
531,180010,JAMMU,JAMMU & KASHMIR,NORTH
532,180011,JAMMU,JAMMU & KASHMIR,NORTH
533,180012,JAMMU,JAMMU & KASHMIR,NORTH
534,180013,JAMMU,JAMMU & KASHMIR,NORTH
535,180015,JAMMU,JAMMU & KASHMIR,NORTH
536,180016,JAMMU,JAMMU & KASHMIR,NORTH
537,190001,BADYAR BALLA,JAMMU & KASHMIR,NORTH
538,190002,SRINAGAR,JAMMU & KASHMIR,NORTH
539,190003,SRINAGAR,JAMMU & KASHMIR,NORTH
540,190004,BATRARA,JAMMU & KASHMIR,NORTH
541,190005,SANAT NAGAR,JAMMU & KASHMIR,NORTH
542,190007,BUDGAM,JAMMU & KASHMIR,NORTH
543,190008,JAWAHAR NAGAR,JAMMU & KASHMIR,NORTH
544,190009,CENTRAL MARKET,JAMMU & KASHMIR,NORTH
545,190010,KARAN NAGAR,JAMMU & KASHMIR,NORTH
546,190011,SRINAGAR,JAMMU & KASHMIR,NORTH
547,190012,ZAINAKOTE,JAMMU & KASHMIR,NORTH
548,190014,HYDERPORA,JAMMU & KASHMIR,NORTH
549,190015,SRINAGAR,JAMMU & KASHMIR,NORTH
550,190017,SRINAGAR,JAMMU & KASHMIR,NORTH
551,190018,SRINAGAR,JAMMU & KASHMIR,NORTH
552,190019,BADGAM,JAMMU & KASHMIR,NORTH
553,190020,SRINAGAR,JAMMU & KASHMIR,NORTH
554,190021,BUDGAM,JAMMU & KASHMIR,NORTH
555,201001,GHAZIABAD,UTTAR PRADESH,NORTH
556,201002,GHAZIABAD,UTTAR PRADESH,NORTH
557,201003,GHAZIABAD,UTTAR PRADESH,NORTH
558,201004,GHAZIABAD,UTTAR PRADESH,NORTH
559,201005,GHAZIABAD,UTTAR PRADESH,NORTH
560,201006,GHAZIABAD,UTTAR PRADESH,NORTH
561,201007,GHAZIABAD,UTTAR PRADESH,NORTH
562,201008,BISARA,UTTAR PRADESH,NORTH
563,201009,CHHPROLA,UTTAR PRADESH,NORTH
564,201010,GHAZIABAD,UTTAR PRADESH,NORTH
565,201011,GHAZIABAD,UTTAR PRADESH,NORTH
566,201012,GHAZIABAD,UTTAR PRADESH,NORTH
567,201013,GHAZIABAD,UTTAR PRADESH,NORTH
568,201014,GHAZIABAD,UTTAR PRADESH,NORTH
